
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 7366   6000.00      0.00   -343.11 7383    0 7367    0  plain   wall  plain   wall
Object:   OBJ11243   1290      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ11244   1290      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11245   1290      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11246   1290      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11247   1290      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ11248   1290      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11249   1290      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ11250   1290      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11251   1290      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11252   1290      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11253   1290      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ11254   1290      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11255   1290      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ11256   1290      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11257   1290      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11258   1290      crt   -50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ11259   1290      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11260   1290      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Cell: 1291  29000.00  18000.00    321.92 1308 1274 1292 1290    mud  plain    mud    mud
Object:   OBJ11261   1291      drt    50.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ11262   1291      V3t    10.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ11263   1291      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11264   1291      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ11265   1291      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ11266   1291      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11267   1291      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11268   1291      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11269   1291      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11270   1291      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11271   1291      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ11272   1291      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ11273   1291      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11274   1291      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11275   1291      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ11276   1291      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11277   1291      VBs    50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11278   1291      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ11279   1291      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ11280   1291      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Cell: 1292  30000.00  18000.00    332.57 1309 1275    0 1291    mud    mud   wall    mud
Object:   OBJ11281   1292      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ11282   1292      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ11283   1292      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11284   1292      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ11285   1292      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ11286   1292      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ11287   1292      V3t   -50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ11288   1292      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ11289   1292      drm    50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ11290   1292      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11291   1292      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11292   1292      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ11293   1292      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ11294   1292      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11295   1292      dBs    50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ11296   1292      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ11297   1292      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11298   1292      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11299   1292      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ11300   1292      VBt   -50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Cell: 3384      0.00  19000.00    112.06 2059 3365 3385    0    mud    mud  plain   wall
Object:   OBJ11301   3384      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11302   3384      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11303   3384      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11304   3384      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ11305   3384      crs    50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ11306   3384      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11307   3384      crs    50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ11308   3384      cBt   -50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ11309   3384      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11310   3384      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11311   3384      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11312   3384      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ11313   3384      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ11314   3384      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ11315   3384      drm    50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ11316   3384      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ11317   3384      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11318   3384      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ11319   3384      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ11320   3384      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Cell: 3385   1000.00  19000.00   -140.94 2060 3366 3386 3384    mud    mud    mud  plain
Object:   OBJ11321   3385      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ11322   3385      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11323   3385      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11324   3385      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11325   3385      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ11326   3385      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ11327   3385      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11328   3385      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11329   3385      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11330   3385      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ11331   3385      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ11332   3385      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11333   3385      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11334   3385      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11335   3385      V3t    10.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ11336   3385      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ11337   3385      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11338   3385      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11339   3385      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ11340   3385      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Cell: 3386   2000.00  19000.00   -289.07 2061 3367 3387 3385    mud    mud    mud    mud
Object:   OBJ11341   3386      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11342   3386      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11343   3386      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11344   3386      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11345   3386      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ11346   3386      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ11347   3386      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11348   3386      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ11349   3386      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11350   3386      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ11351   3386      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11352   3386      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ11353   3386      drm    50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ11354   3386      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ11355   3386      VBt   -50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ11356   3386      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11357   3386      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11358   3386      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ11359   3386      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ11360   3386      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Cell: 3387   3000.00  19000.00   -389.70 2062 3368 3388 3386  plain  plain    mud    mud
Object:   OBJ11361   3387      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ11362   3387      VBs    50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11363   3387      Vrm    10.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ11364   3387      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ11365   3387      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ11366   3387      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11367   3387      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ11368   3387      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11369   3387      drm    50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ11370   3387      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11371   3387      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11372   3387      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ11373   3387      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11374   3387      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11375   3387      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11376   3387      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ11377   3387      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11378   3387      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11379   3387      V3t   -50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ11380   3387      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Cell: 3388   4000.00  19000.00   -363.61 2063 3369 3389 3387  plain  plain  plain    mud
Object:   OBJ11381   3388      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11382   3388      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11383   3388      Vrs    50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11384   3388      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ11385   3388      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ11386   3388      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11387   3388      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11388   3388      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11389   3388      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11390   3388      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11391   3388      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11392   3388      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ11393   3388      dBs    50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ11394   3388      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ11395   3388      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11396   3388      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ11397   3388      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11398   3388      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11399   3388      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11400   3388      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Cell: 3389   5000.00  19000.00   -378.19 2064 3370 3390 3388  plain    mud  plain  plain
Object:   OBJ11401   3389      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ11402   3389      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ11403   3389      Vrm   -50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ11404   3389      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11405   3389      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ11406   3389      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11407   3389      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ11408   3389      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ11409   3389      V3t    10.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ11410   3389      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11411   3389      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ11412   3389      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11413   3389      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11414   3389      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ11415   3389      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11416   3389      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ11417   3389      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11418   3389      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ11419   3389      cBt   -50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ11420   3389      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Cell: 3390   6000.00  19000.00   -375.65 2065 3371 3391 3389  rocks    mud  plain  plain
Object:   OBJ11421   3390      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11422   3390      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11423   3390      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ11424   3390      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11425   3390      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ11426   3390      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11427   3390      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11428   3390      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ11429   3390      drm    50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ11430   3390      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11431   3390      V3t    10.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ11432   3390      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ11433   3390      dBs    50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ11434   3390      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ11435   3390      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ11436   3390      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11437   3390      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11438   3390      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ11439   3390      V3t   -50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ11440   3390      VBs    50.00      flora     1.00     1.00            olivedrab       bush      small             
Cell: 3391   7000.00  19000.00   -366.42 2066 3372 3392 3390  plain    mud  plain  plain
Object:   OBJ11441   3391      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11442   3391      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11443   3391      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11444   3391      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ11445   3391      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ11446   3391      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ11447   3391      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11448   3391      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ11449   3391      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11450   3391      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ11451   3391      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ11452   3391      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11453   3391      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11454   3391      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11455   3391      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ11456   3391      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11457   3391      dBs    50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ11458   3391      drm    50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ11459   3391      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11460   3391      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Cell: 3392   8000.00  19000.00   -387.12 2067 3373 3393 3391  plain  plain  plain  plain
Object:   OBJ11461   3392      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ11462   3392      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ11463   3392      VBt   -50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ11464   3392      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11465   3392      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11466   3392      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ11467   3392      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11468   3392      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11469   3392      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ11470   3392      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11471   3392      c3t   -50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ11472   3392      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11473   3392      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11474   3392      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11475   3392      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11476   3392      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11477   3392      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ11478   3392      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11479   3392      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11480   3392      d3t   -50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Cell: 3393   9000.00  19000.00   -390.76 2068 3374 1727 3392    mud  rocks  rocks  plain
Object:   OBJ11481   3393      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11482   3393      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11483   3393      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11484   3393      drm    50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ11485   3393      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11486   3393      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11487   3393      Vrs    10.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11488   3393      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ11489   3393      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ11490   3393      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ11491   3393      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11492   3393      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11493   3393      crt   -50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ11494   3393      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ11495   3393      V3s    10.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ11496   3393      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ11497   3393      cBt   -50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ11498   3393      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ11499   3393      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ11500   3393      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Cell: 1727  10000.00  19000.00   -359.57 1748 1706 1728 3393  plain  plain  rocks  rocks
Object:   OBJ11501   1727      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11502   1727      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ11503   1727      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ11504   1727      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ11505   1727      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ11506   1727      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11507   1727      drt   -50.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ11508   1727      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11509   1727      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11510   1727      V3t   -50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ11511   1727      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ11512   1727      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ11513   1727      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11514   1727      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11515   1727      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ11516   1727      VBt    10.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ11517   1727      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ11518   1727      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11519   1727      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ11520   1727      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Cell: 1728  11000.00  19000.00   -295.71 1749 1707 1729 1727    mud  plain  plain  rocks
Object:   OBJ11521   1728      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ11522   1728      cBt   -50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ11523   1728      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ11524   1728      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
