
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 1987   3000.00      0.00    -15.96  840    0 1988    0  cliff   wall  rocks   wall
Object:   OBJ07609      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07610      6     c3s5    10.00      fauna     1.00     1.00                 cyan     triped      small     5candela
Object:   OBJ07611      6     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07612      6     VBtn    10.00      flora     0.10     0.10            olivedrab       bush       tiny         none
Object:   OBJ07613      6     c3mn   -50.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ07614      6     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ07615      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07616      6     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07617      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07618      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07619      6     c3mb    10.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Object:   OBJ07620      6     drsb    50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ07621      6     crs5   -50.00    mineral     1.00     1.00                 cyan       rock      small     5candela
Object:   OBJ07622      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07623      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07624      6     c3tb    50.00      fauna     0.10     0.10                 cyan     triped       tiny     blinding
Object:   OBJ07625      6     VBtn    10.00      flora     0.10     0.10            olivedrab       bush       tiny         none
Object:   OBJ07626      6     crmb   -50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Object:   OBJ07627      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07628      6     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ07629      6     c3mb    50.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Object:   OBJ07630      6     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ07631      6     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ07632      6     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07633      6     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ07634      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07635      6     Vrsn    10.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ07636      6     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ07637      6     VBsb    10.00      flora     1.00     1.00            olivedrab       bush      small     blinding
Object:   OBJ07638      6     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ07639      6     crsn    10.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07640      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07641      6     cBsb    50.00      flora     1.00     1.00                 cyan       bush      small     blinding
Object:   OBJ07642      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07643      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07644      6     V3t5    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     5candela
Object:   OBJ07645      6     VBsn    50.00      flora     1.00     1.00            olivedrab       bush      small         none
Object:   OBJ07646      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07647      6     Vrsn    50.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ07648      6     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ07649      6     crmb    50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Object:   OBJ07650      6     crtb    10.00    mineral     0.10     0.10                 cyan       rock       tiny     blinding
Object:   OBJ07651      6     c3sb    10.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ07652      6     d3sb    50.00      fauna     1.00     1.00        dayglo-orange     triped      small     blinding
Object:   OBJ07653      6     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ07654      6     d3m5   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium     5candela
Object:   OBJ07655      6     drmn   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ07656      6     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ07657      6     d3mn   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ07658      6     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ07659      6     drmb    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium     blinding
Object:   OBJ07660      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07661      6     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ07662      6     drsn    50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ07663      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07664      6     c3tb    10.00      fauna     0.10     0.10                 cyan     triped       tiny     blinding
Object:   OBJ07665      6     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ07666      6     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ07667      6     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ07668      6     d3mb   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium     blinding
Object:   OBJ07669      6     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ07670      6     d3sb    10.00      fauna     1.00     1.00        dayglo-orange     triped      small     blinding
Object:   OBJ07671      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07672      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07673      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07674      6     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07675      6     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ07676      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07677      6     c3mn   -50.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ07678      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07679      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07680      6     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ07681      6     Vrmn    10.00    mineral     5.00    10.00            olivedrab       rock     medium         none
Object:   OBJ07682      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07683      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07684      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07685      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07686      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07687      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07688      6     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ07689      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07690      6     drsb   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ07691      6     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ07692      6     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ07693      6     c3mn   -50.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ07694      6     d3sn   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ07695      6     c3tb    10.00      fauna     0.10     0.10                 cyan     triped       tiny     blinding
Object:   OBJ07696      6     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ07697      6     drm5   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     5candela
Object:   OBJ07698      6     Vrs5    50.00    mineral     1.00     1.00            olivedrab       rock      small     5candela
Object:   OBJ07699      6     c3mn   -50.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ07700      6     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ07701      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07702      6     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ07703      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07704      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07705      6     VBsn    10.00      flora     1.00     1.00            olivedrab       bush      small         none
Object:   OBJ07706      6     V3tb    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ07707      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07708      6     Vrmb    50.00    mineral     5.00    10.00            olivedrab       rock     medium     blinding
Object:   OBJ07709      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07710      6     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ07711      6     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ07712      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07713      6     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07714      6     c3sn    50.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ07715      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07716      6     VBsn    10.00      flora     1.00     1.00            olivedrab       bush      small         none
Object:   OBJ07717      6     drmb   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     blinding
Object:   OBJ07718      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07719      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07720      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07721      6     crmn   -50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ07722      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07723      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07724      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07725      6     c3m5   -50.00      fauna     5.00    10.00                 cyan     triped     medium     5candela
Object:   OBJ07726      6     drmn   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ07727      6     c3m5    10.00      fauna     5.00    10.00                 cyan     triped     medium     5candela
Object:   OBJ07728      6     crmn   -50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ07729      6     crsn   -50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07730      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07731      6     crmn    50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ07732      6     c3sb    10.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ07733      6     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ07734      6     c3m5   -50.00      fauna     5.00    10.00                 cyan     triped     medium     5candela
Object:   OBJ07735      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07736      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07737      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07738      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07739      6     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ07740      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07741      6     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ07742      6     dBsn   -50.00      flora     1.00     1.00        dayglo-orange       bush      small         none
Object:   OBJ07743      6     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ07744      6     d3m5    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium     5candela
Object:   OBJ07745      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07746      6     drmb   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     blinding
Object:   OBJ07747      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07748      6     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ07749      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07750      6     c3mb    10.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Object:   OBJ07751      6     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ07752      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07753      6     drm5   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     5candela
Object:   OBJ07754      6     VBmn    10.00      flora     5.00    10.00            olivedrab       bush     medium         none
Object:   OBJ07755      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07756      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07757      6     c3sn    50.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ07758      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07759      6     Vrsn    50.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ07760      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07761      6     VBsb    10.00      flora     1.00     1.00            olivedrab       bush      small     blinding
Object:   OBJ07762      6     cBsb    50.00      flora     1.00     1.00                 cyan       bush      small     blinding
Object:   OBJ07763      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07764      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07765      6     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ07766      6     V3mn    50.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07767      6     d3sn   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ07768      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07769      6     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ07770      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07771      6     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ07772      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07773      6     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ07774      6     crm5   -50.00    mineral     5.00    10.00                 cyan       rock     medium     5candela
Object:   OBJ07775      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07776      6     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ07777      6     Vrtb    10.00    mineral     0.10     0.10            olivedrab       rock       tiny     blinding
Object:   OBJ07778      6     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ07779      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07780      6     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ07781      6     c3s5   -50.00      fauna     1.00     1.00                 cyan     triped      small     5candela
Object:   OBJ07782      6     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ07783      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07784      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07785      6     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07786      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07787      6     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ07788      6     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07789      6     drmn   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ07790      6     drsb   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ07791      6     Vrs5   -50.00    mineral     1.00     1.00            olivedrab       rock      small     5candela
Object:   OBJ07792      6     c3s5   -50.00      fauna     1.00     1.00                 cyan     triped      small     5candela
Object:   OBJ07793      6     drmn   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ07794      6     c3tn    10.00      fauna     0.10     0.10                 cyan     triped       tiny         none
Object:   OBJ07795      6     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ07796      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07797      6     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ07798      6     Vrsn    50.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ07799      6     Vrmn    10.00    mineral     5.00    10.00            olivedrab       rock     medium         none
Object:   OBJ07800      6     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ07801      6     Vrm5    10.00    mineral     5.00    10.00            olivedrab       rock     medium     5candela
Object:   OBJ07802      6     VBm5    10.00      flora     5.00    10.00            olivedrab       bush     medium     5candela
Object:   OBJ07803      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07804      6     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ07805      6     drsb    50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ07806      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07807      6     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07808      6     VBtn    10.00      flora     0.10     0.10            olivedrab       bush       tiny         none
Object:   OBJ07809      6     drmb   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     blinding
Object:   OBJ07810      6     drm5   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     5candela
Object:   OBJ07811      6     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ07812      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07813      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07814      6     crsn    10.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07815      6     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ07816      6     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07817      6     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07818      6     d3sn   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ07819      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07820      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07821      6     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ07822      6     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ07823      6     VBmn    50.00      flora     5.00    10.00            olivedrab       bush     medium         none
Object:   OBJ07824      6     cBsb    10.00      flora     1.00     1.00                 cyan       bush      small     blinding
Object:   OBJ07825      6     d3mb   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium     blinding
Object:   OBJ07826      6     V3mb    50.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07827      6     drmn   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ07828      6     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ07829      6     cBmn    10.00      flora     5.00    10.00                 cyan       bush     medium         none
Object:   OBJ07830      6     drs5   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     5candela
Object:   OBJ07831      6     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ07832      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07833      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07834      6     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ07835      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07836      6     VBmn    10.00      flora     5.00    10.00            olivedrab       bush     medium         none
Object:   OBJ07837      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07838      6     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ07839      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07840      6     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ07841      6     c3mb   -50.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Object:   OBJ07842      6     crmn   -50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ07843      6     d3sb    10.00      fauna     1.00     1.00        dayglo-orange     triped      small     blinding
Object:   OBJ07844      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07845      6     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ07846      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07847      6     dBm5   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium     5candela
Object:   OBJ07848      6     dBsb    50.00      flora     1.00     1.00        dayglo-orange       bush      small     blinding
Object:   OBJ07849      6     V3sn    50.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07850      6     c3sb    10.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ07851      6     crmn   -50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ07852      6     c3tn    10.00      fauna     0.10     0.10                 cyan     triped       tiny         none
Object:   OBJ07853      6     cBsn    50.00      flora     1.00     1.00                 cyan       bush      small         none
Object:   OBJ07854      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07855      6     c3tb    50.00      fauna     0.10     0.10                 cyan     triped       tiny     blinding
Object:   OBJ07856      6     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07857      6     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ07858      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07859      6     d3mb   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium     blinding
Object:   OBJ07860      6     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ07861      6     drsn    50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ07862      6     c3tn    10.00      fauna     0.10     0.10                 cyan     triped       tiny         none
Object:   OBJ07863      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07864      6     V3t5    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     5candela
Object:   OBJ07865      6     cBsn    50.00      flora     1.00     1.00                 cyan       bush      small         none
Object:   OBJ07866      6     drm5   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     5candela
Object:   OBJ07867      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07868      6     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ07869      6     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ07870      6     Vrm5    10.00    mineral     5.00    10.00            olivedrab       rock     medium     5candela
Object:   OBJ07871      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07872      6     d3m5   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium     5candela
Object:   OBJ07873      6     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ07874      6     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ07875      6     c3m5    10.00      fauna     5.00    10.00                 cyan     triped     medium     5candela
Object:   OBJ07876      6     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ07877      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07878      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07879      6     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ07880      6     d3tb    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny     blinding
Object:   OBJ07881      6     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ07882      6     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ07883      6     c3m5    10.00      fauna     5.00    10.00                 cyan     triped     medium     5candela
Object:   OBJ07884      6     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ07885      6     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ07886      6     crsn   -50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07887      6     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ07888      6     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ07889      6     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ07890      6     d3mn   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ07891      6     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ07892      6     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ07893      6     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
